original_index,brand,year,old_id,action,new_id,old_score,new_score,outcome,reason
130,Supreme Produce,2026,U_8621c66b::2026,METADATA_INSUFFICIENT_RETAINED,U_8621c66b::2026,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
131,Surface Experts,2024,S3888::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S3888::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
132,The Glass Guru,2024,S1752::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S1752::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
133,The Human Bean,2026,S1763::2026,CHRONOLOGY_RESOLUTION,S1763::2026,NA,1,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 1 selected.
134,The Junkluggers,2023,S1765::2023,CHRONOLOGY_RESOLUTION,S1765::2023,NA,2,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 2 selected.
135,The Maids,2022,S1771::2022,VERIFIED_STATE_SPECIFIC_RETAINED,S1771::2022,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
136,The Maids,2025,S1771::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S1771::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
137,The Melting Pot,2023,S1774::2023,VERIFIED_STATE_SPECIFIC_RETAINED,S1774::2023,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
138,The Melting Pot,2025,S1774::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S1774::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
139,THE NOW,2023,U_3dce1fce::2023,METADATA_INSUFFICIENT_RETAINED,U_3dce1fce::2023,NA,NA,RETAINED_NA,"Filing metadata is insufficient to establish chronology, state applicability, or offering control; score remains NA."
140,The Salon Professional Academy,2025,S1781::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S1781::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
141,"The Woodhouse SPAS, LLC",2015,S1789::2015,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S1789::2015,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
142,Tint World,2025,S1799::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S1799::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
143,Toro Taxes - Area Representative Offering,2024,S3620::2024,OFFERING_SPLIT,S3620::2024 | R_TORO_TAXES_UNIT::2024,NA,2 | 4,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
144,Toro Taxes - Area Representative Offering,2025,S3620::2025,OFFERING_SPLIT,S3620::2025 | R_TORO_TAXES_UNIT::2025,NA,2 | 4,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
145,Toro Taxes Franchise LLC - Area Representative Offering,2023,S3620::2023,OFFERING_SPLIT,S3620::2023 | R_TORO_TAXES_UNIT::2023,NA,2 | 4,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
146,Toro Taxes Franchise LLC - Area Representative Offering,2026,S3620::2026,OFFERING_SPLIT_PLUS_YEAR_QC,S3620::2026 | R_TORO_TAXES_UNIT::2026,NA,2 | 4,RESOLVED,Distinct offering/program identities were incorrectly pooled in V1.1; V1.2 separates them before scoring.
147,"U-Save Auto Rental of America, Inc",2017,U_24e6385f::2017,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_24e6385f::2017,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
148,"UKW Franchising Company, LLC",2014,U_e66b2839::2014,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,U_e66b2839::2014,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
149,United Real Estate,2024,S5287::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S5287::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
150,USA Insulation,2022,S1838::2022,CHRONOLOGY_RESOLUTION,S1838::2022,NA,2,RESOLVED,Unambiguous within-offering chronology identifies the controlling later amendment/version; RiskScore 2 selected.
151,Villa Pizza,2023,S1868::2023,VERIFIED_STATE_SPECIFIC_RETAINED,S1868::2023,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
152,Villa Pizza,2024,S1868::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S1868::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
153,Villa Pizza,2025,S1868::2025,VERIFIED_STATE_SPECIFIC_RETAINED,S1868::2025,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
154,Visiting Angels,2024,S1870::2024,VERIFIED_STATE_SPECIFIC_RETAINED,S1870::2024,NA,NA,RETAINED_NA,Valid state/source-specific versions contain substantive Item 10 differences; no national controlling version is imposed.
155,WoodSpring Suites by Choice Hotels,2017,S1944::2017,SAME_STATE_SAME_DATE_PARALLEL_RETAINED,S1944::2017,NA,NA,RETAINED_NA,Parallel versions cannot be safely ordered by chronology; score remains NA.
